Transaction_ID,Date,Customer_ID,Gender,Age,Age_Group,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Discount_Rate,Discount_Amount,Net_Amount,Cost_Of_Goods,Profit,Profit_Margin_Pct,Payment_Method
TXN-11849,2023-12-06,CUST-1162,Female,54,51+ (Seniors),Clothing,Slim-Fit Denim Jeans,1,50.36,50.36,0.0,0.0,50.36,29.12,21.24,42.18,UPI / Digital Wallet
TXN-11862,2023-12-06,CUST-1208,Male,45,36-50 (Middle-Aged),Electronics,4K Ultra HD Smart TV,1,645.67,645.67,0.0,0.0,645.67,363.82,281.85,43.65,UPI / Digital Wallet
TXN-12192,2023-12-06,CUST-1537,Male,32,25-35 (Young Adults),Books & Stationery,Artisan Sketching Pencil Kit,1,19.2,19.2,0.1,1.92,17.28,10.76,6.52,37.73,Credit Card
TXN-11907,2023-12-06,CUST-1240,Female,26,25-35 (Young Adults),Home & Kitchen,Ergonomic Memory Foam Pillow,1,33.68,33.68,0.0,0.0,33.68,22.96,10.72,31.83,UPI / Digital Wallet
TXN-10236,2023-12-06,CUST-1339,Male,30,25-35 (Young Adults),Clothing,Casual Breathable Sneakers,1,68.02,68.02,0.0,0.0,68.02,41.65,26.37,38.77,UPI / Digital Wallet
TXN-11286,2023-12-07,CUST-1473,Male,57,51+ (Seniors),Electronics,Wireless Bluetooth Earbuds,2,76.45,152.9,0.0,0.0,152.9,101.25,51.65,33.78,Credit Card
TXN-12057,2023-12-07,CUST-1258,Female,44,36-50 (Middle-Aged),Beauty & Personal Care,Organic Botanical Shampoo,2,24.44,48.88,0.05,2.44,46.44,33.34,13.1,28.21,Debit Card
TXN-10415,2023-12-07,CUST-1151,Male,42,36-50 (Middle-Aged),Electronics,4K Ultra HD Smart TV,1,630.2,630.2,0.15,94.53,535.67,377.6,158.07,29.51,Credit Card
TXN-10812,2023-12-07,CUST-1491,Female,58,51+ (Seniors),Electronics,Smart Fitness Watch,2,115.57,231.14,0.0,0.0,231.14,142.42,88.72,38.38,Credit Card
TXN-10393,2023-12-08,CUST-1277,Male,29,25-35 (Young Adults),Beauty & Personal Care,Shea Butter Moisturizing Cream,1,15.39,15.39,0.1,1.54,13.85,10.61,3.24,23.39,Debit Card
TXN-10017,2023-12-09,CUST-1497,Female,35,25-35 (Young Adults),Home & Kitchen,Espresso Coffee Machine,1,152.29,152.29,0.0,0.0,152.29,98.55,53.74,35.29,UPI / Digital Wallet
TXN-10363,2023-12-09,CUST-1351,Female,58,51+ (Seniors),Clothing,Winter Hooded Parka,1,132.97,132.97,0.1,13.3,119.67,77.1,42.57,35.57,Credit Card
TXN-10004,2023-12-09,CUST-1283,Male,20,18-24 (Youth),Electronics,Portable Bluetooth Speaker,1,54.21,54.21,0.1,5.42,48.79,35.55,13.24,27.14,Debit Card
TXN-10599,2023-12-10,CUST-1395,Other,31,25-35 (Young Adults),Electronics,Wireless Bluetooth Earbuds,1,75.06,75.06,0.15,11.26,63.8,49.47,14.33,22.46,Cash
TXN-10467,2023-12-10,CUST-1278,Other,38,36-50 (Middle-Aged),Clothing,Casual Breathable Sneakers,1,68.18,68.18,0.0,0.0,68.18,42.75,25.43,37.3,UPI / Digital Wallet
TXN-11955,2023-12-11,CUST-1540,Male,49,36-50 (Middle-Aged),Electronics,Wireless Bluetooth Earbuds,1,76.58,76.58,0.15,11.49,65.09,51.43,13.66,20.99,Credit Card
TXN-10641,2023-12-11,CUST-1537,Male,32,25-35 (Young Adults),Electronics,Smart Fitness Watch,1,117.64,117.64,0.0,0.0,117.64,74.9,42.74,36.33,Cash
TXN-10261,2023-12-11,CUST-1487,Female,22,18-24 (Youth),Electronics,4K Ultra HD Smart TV,1,670.66,670.66,0.1,67.07,603.59,420.46,183.13,30.34,UPI / Digital Wallet
TXN-11295,2023-12-11,CUST-1142,Male,18,18-24 (Youth),Home & Kitchen,Espresso Coffee Machine,4,167.52,670.08,0.1,67.01,603.07,433.22,169.85,28.16,UPI / Digital Wallet
TXN-11081,2023-12-11,CUST-1077,Male,33,25-35 (Young Adults),Clothing,Casual Breathable Sneakers,2,73.24,146.48,0.15,21.97,124.51,92.1,32.41,26.03,Credit Card
TXN-11473,2023-12-11,CUST-1267,Male,18,18-24 (Youth),Books & Stationery,Fine Fountain Pen Set,2,36.44,72.88,0.05,3.64,69.24,48.72,20.52,29.64,UPI / Digital Wallet
TXN-11367,2023-12-12,CUST-1398,Male,36,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,39.92,39.92,0.2,7.98,31.94,26.12,5.82,18.22,Credit Card
TXN-12469,2023-12-12,CUST-1236,Male,18,18-24 (Youth),Electronics,Wireless Bluetooth Earbuds,2,77.75,155.5,0.15,23.32,132.18,92.81,39.37,29.79,Credit Card
TXN-12486,2023-12-12,CUST-1247,Other,28,25-35 (Young Adults),Home & Kitchen,Ergonomic Memory Foam Pillow,1,35.67,35.67,0.0,0.0,35.67,20.12,15.55,43.59,UPI / Digital Wallet
TXN-11497,2023-12-12,CUST-1113,Female,72,51+ (Seniors),Clothing,Winter Hooded Parka,1,140.75,140.75,0.0,0.0,140.75,97.65,43.1,30.62,Credit Card
TXN-11812,2023-12-13,CUST-1566,Male,18,18-24 (Youth),Electronics,Wireless Bluetooth Earbuds,1,71.78,71.78,0.05,3.59,68.19,48.17,20.02,29.36,Debit Card
TXN-12101,2023-12-13,CUST-1238,Male,28,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,1,56.46,56.46,0.0,0.0,56.46,38.84,17.62,31.21,UPI / Digital Wallet
TXN-10032,2023-12-14,CUST-1516,Male,45,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,2,34.1,68.2,0.0,0.0,68.2,40.14,28.06,41.14,UPI / Digital Wallet
TXN-12382,2023-12-14,CUST-1340,Female,26,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,3,93.99,281.97,0.0,0.0,281.97,188.16,93.81,33.27,Credit Card
TXN-11120,2023-12-14,CUST-1223,Female,18,18-24 (Youth),Electronics,Smart Fitness Watch,4,114.39,457.56,0.2,91.51,366.05,262.82,103.23,28.2,Credit Card
TXN-10264,2023-12-15,CUST-1307,Male,29,25-35 (Young Adults),Home & Kitchen,Air Fryer Digital Oven,1,107.28,107.28,0.05,5.36,101.92,68.48,33.44,32.81,UPI / Digital Wallet
TXN-10926,2023-12-15,CUST-1356,Female,37,36-50 (Middle-Aged),Home & Kitchen,Air Fryer Digital Oven,3,114.78,344.34,0.1,34.43,309.91,220.86,89.05,28.73,Debit Card
TXN-10795,2023-12-15,CUST-1539,Male,29,25-35 (Young Adults),Beauty & Personal Care,Ionic Ceramic Hair Dryer,2,56.83,113.66,0.0,0.0,113.66,66.54,47.12,41.46,UPI / Digital Wallet
TXN-11150,2023-12-15,CUST-1309,Female,35,25-35 (Young Adults),Electronics,Smart Fitness Watch,1,114.46,114.46,0.15,17.17,97.29,68.0,29.29,30.11,Credit Card
TXN-12244,2023-12-15,CUST-1474,Male,61,51+ (Seniors),Home & Kitchen,Air Fryer Digital Oven,1,105.62,105.62,0.0,0.0,105.62,58.81,46.81,44.32,Debit Card
TXN-11932,2023-12-16,CUST-1122,Female,57,51+ (Seniors),Clothing,Slim-Fit Denim Jeans,2,47.66,95.32,0.05,4.77,90.55,54.84,35.71,39.44,Credit Card
TXN-10516,2023-12-16,CUST-1254,Female,18,18-24 (Youth),Electronics,4K Ultra HD Smart TV,1,669.86,669.86,0.05,33.49,636.37,436.64,199.73,31.39,Credit Card
TXN-11305,2023-12-16,CUST-1268,Male,31,25-35 (Young Adults),Home & Kitchen,Air Fryer Digital Oven,1,109.67,109.67,0.1,10.97,98.7,67.19,31.51,31.93,Debit Card
TXN-12134,2023-12-17,CUST-1132,Female,23,18-24 (Youth),Home & Kitchen,Stainless Steel Water Bottle,1,20.31,20.31,0.0,0.0,20.31,13.95,6.36,31.31,Debit Card
TXN-11182,2023-12-17,CUST-1225,Male,53,51+ (Seniors),Clothing,Classic Cotton Crewneck T-Shirt,4,22.16,88.64,0.1,8.86,79.78,57.92,21.86,27.4,Cash
TXN-10674,2023-12-17,CUST-1479,Female,53,51+ (Seniors),Home & Kitchen,Stainless Steel Water Bottle,1,19.15,19.15,0.1,1.92,17.23,11.22,6.01,34.88,Credit Card
TXN-11834,2023-12-18,CUST-1316,Male,47,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,2,50.35,100.7,0.0,0.0,100.7,64.3,36.4,36.15,Debit Card
TXN-11327,2023-12-18,CUST-1354,Male,37,36-50 (Middle-Aged),Home & Kitchen,Non-Stick Ceramic Cookware Set,4,99.41,397.64,0.05,19.88,377.76,262.49,115.27,30.51,Cash
TXN-12281,2023-12-18,CUST-1269,Male,39,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,3,57.09,171.27,0.15,25.69,145.58,107.33,38.25,26.27,Debit Card
TXN-11847,2023-12-18,CUST-1100,Male,18,18-24 (Youth),Electronics,Wireless Bluetooth Earbuds,4,74.5,298.0,0.05,14.9,283.1,181.81,101.29,35.78,UPI / Digital Wallet
TXN-11440,2023-12-18,CUST-1244,Male,21,18-24 (Youth),Electronics,Smart Fitness Watch,4,125.37,501.48,0.2,100.3,401.18,336.57,64.61,16.1,Credit Card
TXN-10481,2023-12-19,CUST-1335,Female,35,25-35 (Young Adults),Home & Kitchen,Espresso Coffee Machine,1,159.59,159.59,0.05,7.98,151.61,109.06,42.55,28.07,Debit Card
TXN-10091,2023-12-19,CUST-1381,Male,29,25-35 (Young Adults),Clothing,Winter Hooded Parka,3,130.78,392.34,0.15,58.85,333.49,247.61,85.88,25.75,UPI / Digital Wallet
TXN-11738,2023-12-19,CUST-1597,Female,24,18-24 (Youth),Clothing,Casual Breathable Sneakers,3,67.69,203.07,0.0,0.0,203.07,129.91,73.16,36.03,Credit Card
TXN-12443,2023-12-19,CUST-1467,Male,48,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,56.75,56.75,0.2,11.35,45.4,37.25,8.15,17.95,UPI / Digital Wallet
TXN-10856,2023-12-19,CUST-1155,Male,27,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,1,47.41,47.41,0.15,7.11,40.3,29.03,11.27,27.97,Debit Card
TXN-10146,2023-12-20,CUST-1560,Female,42,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,1,48.05,48.05,0.0,0.0,48.05,31.52,16.53,34.4,Credit Card
TXN-11588,2023-12-20,CUST-1484,Female,27,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,1,49.16,49.16,0.0,0.0,49.16,34.34,14.82,30.15,Credit Card
TXN-11461,2023-12-20,CUST-1514,Female,29,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,99.4,99.4,0.0,0.0,99.4,66.8,32.6,32.8,Debit Card
TXN-10275,2023-12-21,CUST-1209,Female,72,51+ (Seniors),Books & Stationery,Executive Hardcover Notebook,1,15.65,15.65,0.05,0.78,14.87,10.79,4.08,27.44,Credit Card
TXN-12385,2023-12-21,CUST-1138,Male,49,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,55.39,55.39,0.1,5.54,49.85,33.78,16.07,32.24,Credit Card
TXN-11496,2023-12-21,CUST-1461,Female,38,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,55.36,55.36,0.15,8.3,47.06,36.81,10.25,21.78,UPI / Digital Wallet
TXN-12068,2023-12-21,CUST-1079,Female,18,18-24 (Youth),Clothing,Winter Hooded Parka,1,140.53,140.53,0.05,7.03,133.5,97.43,36.07,27.02,Debit Card
TXN-12000,2023-12-22,CUST-1362,Female,36,36-50 (Middle-Aged),Books & Stationery,Fine Fountain Pen Set,1,38.95,38.95,0.05,1.95,37.0,22.5,14.5,39.19,Credit Card
TXN-12116,2023-12-22,CUST-1228,Male,27,25-35 (Young Adults),Beauty & Personal Care,Daily Hydrating Facial Cleanser,1,17.18,17.18,0.15,2.58,14.6,10.32,4.28,29.32,Credit Card
TXN-10425,2023-12-22,CUST-1179,Female,72,51+ (Seniors),Beauty & Personal Care,Shea Butter Moisturizing Cream,1,15.83,15.83,0.15,2.37,13.46,9.51,3.95,29.35,UPI / Digital Wallet
TXN-11853,2023-12-22,CUST-1363,Male,43,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,4,120.45,481.8,0.05,24.09,457.71,335.21,122.5,26.76,Credit Card
TXN-10598,2023-12-23,CUST-1010,Male,31,25-35 (Young Adults),Electronics,Wireless Bluetooth Earbuds,2,77.31,154.62,0.15,23.19,131.43,104.86,26.57,20.22,UPI / Digital Wallet
TXN-11579,2023-12-24,CUST-1059,Female,51,51+ (Seniors),Electronics,Smart Fitness Watch,2,116.28,232.56,0.0,0.0,232.56,138.09,94.47,40.62,Debit Card
TXN-10142,2023-12-24,CUST-1473,Male,57,51+ (Seniors),Clothing,Casual Breathable Sneakers,1,72.54,72.54,0.0,0.0,72.54,41.55,30.99,42.72,Credit Card
TXN-12442,2023-12-24,CUST-1343,Female,30,25-35 (Young Adults),Clothing,Winter Hooded Parka,2,128.85,257.7,0.1,25.77,231.93,148.16,83.77,36.12,Credit Card
TXN-11854,2023-12-25,CUST-1590,Male,39,36-50 (Middle-Aged),Books & Stationery,Data Science & ML Handbook,2,48.4,96.8,0.1,9.68,87.12,64.29,22.83,26.21,UPI / Digital Wallet
TXN-11330,2023-12-26,CUST-1164,Female,51,51+ (Seniors),Clothing,Formal Oxford Shirt,1,41.72,41.72,0.2,8.34,33.38,24.57,8.81,26.39,Credit Card
TXN-11764,2023-12-26,CUST-1363,Male,43,36-50 (Middle-Aged),Electronics,Wireless Bluetooth Earbuds,2,77.81,155.62,0.05,7.78,147.84,104.65,43.19,29.21,UPI / Digital Wallet
TXN-12354,2023-12-26,CUST-1479,Female,53,51+ (Seniors),Clothing,Winter Hooded Parka,1,135.09,135.09,0.0,0.0,135.09,74.72,60.37,44.69,Credit Card
TXN-11386,2023-12-26,CUST-1230,Male,27,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,1,46.91,46.91,0.0,0.0,46.91,32.77,14.14,30.14,Debit Card
TXN-10197,2023-12-27,CUST-1217,Male,34,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,5,21.29,106.45,0.0,0.0,106.45,64.99,41.46,38.95,UPI / Digital Wallet
TXN-12421,2023-12-27,CUST-1379,Male,26,25-35 (Young Adults),Books & Stationery,Minimalist Wooden Desk Organizer,1,28.61,28.61,0.05,1.43,27.18,18.33,8.85,32.56,Credit Card
TXN-10778,2023-12-27,CUST-1161,Male,49,36-50 (Middle-Aged),Beauty & Personal Care,Shea Butter Moisturizing Cream,3,16.44,49.32,0.0,0.0,49.32,31.65,17.67,35.83,Credit Card
TXN-10317,2023-12-27,CUST-1302,Female,48,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,3,55.58,166.74,0.0,0.0,166.74,110.07,56.67,33.99,Credit Card
TXN-11034,2023-12-28,CUST-1168,Female,34,25-35 (Young Adults),Home & Kitchen,Stainless Steel Water Bottle,5,20.26,101.3,0.0,0.0,101.3,57.52,43.78,43.22,Debit Card
TXN-11728,2023-12-28,CUST-1067,Male,52,51+ (Seniors),Home & Kitchen,Ergonomic Memory Foam Pillow,1,34.61,34.61,0.15,5.19,29.42,21.51,7.91,26.89,Cash
TXN-10839,2023-12-29,CUST-1276,Male,40,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,1,183.23,183.23,0.05,9.16,174.07,122.0,52.07,29.91,UPI / Digital Wallet
TXN-12388,2023-12-29,CUST-1184,Female,34,25-35 (Young Adults),Electronics,Smart Fitness Watch,5,125.74,628.7,0.1,62.87,565.83,383.91,181.92,32.15,Debit Card
TXN-10877,2023-12-29,CUST-1388,Female,51,51+ (Seniors),Books & Stationery,Fine Fountain Pen Set,1,36.53,36.53,0.0,0.0,36.53,22.14,14.39,39.39,Credit Card
TXN-12472,2023-12-30,CUST-1350,Female,42,36-50 (Middle-Aged),Beauty & Personal Care,Shea Butter Moisturizing Cream,5,16.59,82.95,0.2,16.59,66.36,49.67,16.69,25.15,Debit Card
TXN-11364,2023-12-30,CUST-1550,Female,39,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,2,53.77,107.54,0.0,0.0,107.54,62.28,45.26,42.09,Cash
TXN-11875,2023-12-30,CUST-1553,Female,41,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,1,46.28,46.28,0.05,2.31,43.97,32.29,11.68,26.56,Credit Card
TXN-10869,2023-12-30,CUST-1455,Female,26,25-35 (Young Adults),Beauty & Personal Care,Shea Butter Moisturizing Cream,1,16.04,16.04,0.1,1.6,14.44,10.28,4.16,28.81,Credit Card
TXN-10905,2023-12-31,CUST-1580,Male,42,36-50 (Middle-Aged),Clothing,Casual Breathable Sneakers,1,73.1,73.1,0.05,3.66,69.44,45.26,24.18,34.82,Credit Card
TXN-11860,2023-12-31,CUST-1360,Male,45,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,2,47.48,94.96,0.0,0.0,94.96,59.38,35.58,37.47,Debit Card
TXN-10468,2023-12-31,CUST-1320,Female,39,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,55.02,55.02,0.0,0.0,55.02,35.61,19.41,35.28,Debit Card
TXN-11725,2024-01-01,CUST-1350,Female,42,36-50 (Middle-Aged),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,99.22,99.22,0.05,4.96,94.26,57.43,36.83,39.07,UPI / Digital Wallet
TXN-11527,2024-01-01,CUST-1081,Female,42,36-50 (Middle-Aged),Beauty & Personal Care,Daily Hydrating Facial Cleanser,3,17.21,51.63,0.2,10.33,41.3,34.72,6.58,15.93,UPI / Digital Wallet
TXN-10693,2024-01-01,CUST-1419,Male,38,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,3,45.79,137.37,0.15,20.61,116.76,81.69,35.07,30.04,UPI / Digital Wallet
TXN-11234,2024-01-01,CUST-1287,Female,46,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,4,56.98,227.92,0.15,34.19,193.73,136.78,56.95,29.4,Credit Card
TXN-12014,2024-01-01,CUST-1238,Male,28,25-35 (Young Adults),Clothing,Slim-Fit Denim Jeans,1,45.64,45.64,0.05,2.28,43.36,29.0,14.36,33.12,UPI / Digital Wallet
TXN-10005,2024-01-02,CUST-1250,Male,20,18-24 (Youth),Electronics,Noise-Cancelling Headphones,1,188.76,188.76,0.0,0.0,188.76,105.28,83.48,44.23,Debit Card
TXN-10336,2024-01-02,CUST-1312,Other,49,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,1,41.33,41.33,0.0,0.0,41.33,26.81,14.52,35.13,Cash
TXN-11224,2024-01-02,CUST-1287,Female,46,36-50 (Middle-Aged),Books & Stationery,Minimalist Wooden Desk Organizer,1,28.18,28.18,0.05,1.41,26.77,17.01,9.76,36.46,UPI / Digital Wallet
TXN-11503,2024-01-02,CUST-1499,Female,18,18-24 (Youth),Beauty & Personal Care,Daily Hydrating Facial Cleanser,1,17.37,17.37,0.05,0.87,16.5,11.71,4.79,29.03,Debit Card
TXN-11840,2024-01-03,CUST-1422,Male,34,25-35 (Young Adults),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,55.33,55.33,0.0,0.0,55.33,33.36,21.97,39.71,Credit Card
TXN-12141,2024-01-03,CUST-1101,Male,32,25-35 (Young Adults),Clothing,Casual Breathable Sneakers,3,69.37,208.11,0.05,10.41,197.7,116.45,81.25,41.1,Credit Card
TXN-10761,2024-01-03,CUST-1435,Female,39,36-50 (Middle-Aged),Electronics,4K Ultra HD Smart TV,1,620.41,620.41,0.05,31.02,589.39,392.37,197.02,33.43,UPI / Digital Wallet
TXN-12270,2024-01-03,CUST-1589,Female,26,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,5,22.75,113.75,0.05,5.69,108.06,70.3,37.76,34.94,UPI / Digital Wallet
TXN-12250,2024-01-03,CUST-1116,Male,37,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,1,54.25,54.25,0.15,8.14,46.11,34.98,11.13,24.14,Credit Card
TXN-12236,2024-01-03,CUST-1491,Female,58,51+ (Seniors),Beauty & Personal Care,Organic Botanical Shampoo,4,24.92,99.68,0.15,14.95,84.73,67.24,17.49,20.64,Credit Card
TXN-11347,2024-01-03,CUST-1075,Male,49,36-50 (Middle-Aged),Clothing,Classic Cotton Crewneck T-Shirt,1,22.58,22.58,0.15,3.39,19.19,13.69,5.5,28.66,Debit Card
TXN-10127,2024-01-04,CUST-1076,Female,39,36-50 (Middle-Aged),Home & Kitchen,Ergonomic Memory Foam Pillow,5,33.36,166.8,0.1,16.68,150.12,116.26,33.86,22.56,Debit Card
TXN-11163,2024-01-04,CUST-1241,Male,36,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,2,52.36,104.72,0.1,10.47,94.25,59.93,34.32,36.41,UPI / Digital Wallet
TXN-10609,2024-01-04,CUST-1559,Male,32,25-35 (Young Adults),Books & Stationery,Minimalist Wooden Desk Organizer,4,27.31,109.24,0.05,5.46,103.78,68.82,34.96,33.69,Debit Card
TXN-12117,2024-01-05,CUST-1435,Female,39,36-50 (Middle-Aged),Books & Stationery,Data Science & ML Handbook,1,46.52,46.52,0.05,2.33,44.19,26.53,17.66,39.96,Debit Card
TXN-10358,2024-01-05,CUST-1174,Male,41,36-50 (Middle-Aged),Books & Stationery,Artisan Sketching Pencil Kit,1,18.58,18.58,0.1,1.86,16.72,12.99,3.73,22.31,Credit Card
TXN-10585,2024-01-06,CUST-1098,Female,38,36-50 (Middle-Aged),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,60.85,60.85,0.15,9.13,51.72,37.36,14.36,27.76,Debit Card
TXN-11685,2024-01-06,CUST-1304,Male,37,36-50 (Middle-Aged),Electronics,Portable Bluetooth Speaker,3,55.66,166.98,0.0,0.0,166.98,109.36,57.62,34.51,Credit Card
TXN-11674,2024-01-06,CUST-1196,Male,25,25-35 (Young Adults),Electronics,Portable Bluetooth Speaker,2,56.61,113.22,0.05,5.66,107.56,62.85,44.71,41.57,Debit Card
TXN-11565,2024-01-06,CUST-1164,Female,51,51+ (Seniors),Beauty & Personal Care,Ionic Ceramic Hair Dryer,4,57.34,229.36,0.15,34.4,194.96,144.16,50.8,26.06,Debit Card
TXN-10234,2024-01-06,CUST-1317,Male,33,25-35 (Young Adults),Beauty & Personal Care,Anti-Aging Retinol Night Serum,4,43.94,175.76,0.1,17.58,158.18,105.22,52.96,33.48,Credit Card
TXN-10821,2024-01-06,CUST-1111,Female,37,36-50 (Middle-Aged),Home & Kitchen,Espresso Coffee Machine,3,156.41,469.23,0.05,23.46,445.77,280.39,165.38,37.1,UPI / Digital Wallet
TXN-11125,2024-01-06,CUST-1082,Male,58,51+ (Seniors),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,58.19,58.19,0.05,2.91,55.28,34.75,20.53,37.14,Credit Card
TXN-10461,2024-01-07,CUST-1485,Male,18,18-24 (Youth),Electronics,Smart Fitness Watch,1,117.15,117.15,0.0,0.0,117.15,81.16,35.99,30.72,UPI / Digital Wallet
TXN-11128,2024-01-07,CUST-1112,Female,38,36-50 (Middle-Aged),Clothing,Formal Oxford Shirt,3,40.04,120.12,0.05,6.01,114.11,67.75,46.36,40.63,UPI / Digital Wallet
TXN-11219,2024-01-07,CUST-1069,Female,28,25-35 (Young Adults),Books & Stationery,Minimalist Wooden Desk Organizer,1,27.05,27.05,0.05,1.35,25.7,17.19,8.51,33.11,Credit Card
TXN-11181,2024-01-07,CUST-1582,Female,46,36-50 (Middle-Aged),Beauty & Personal Care,Shea Butter Moisturizing Cream,2,16.53,33.06,0.05,1.65,31.41,20.95,10.46,33.3,Debit Card
TXN-12006,2024-01-08,CUST-1467,Male,48,36-50 (Middle-Aged),Electronics,Smart Fitness Watch,5,123.82,619.1,0.0,0.0,619.1,369.79,249.31,40.27,UPI / Digital Wallet
TXN-12204,2024-01-08,CUST-1443,Female,36,36-50 (Middle-Aged),Electronics,Wireless Bluetooth Earbuds,3,75.91,227.73,0.1,22.77,204.96,139.73,65.23,31.83,Credit Card
TXN-11712,2024-01-09,CUST-1234,Female,68,51+ (Seniors),Electronics,Portable Bluetooth Speaker,4,53.61,214.44,0.0,0.0,214.44,131.73,82.71,38.57,UPI / Digital Wallet
TXN-12335,2024-01-09,CUST-1552,Male,54,51+ (Seniors),Books & Stationery,Data Science & ML Handbook,1,47.11,47.11,0.2,9.42,37.69,30.84,6.85,18.17,Debit Card
TXN-12229,2024-01-09,CUST-1177,Male,58,51+ (Seniors),Electronics,4K Ultra HD Smart TV,2,623.6,1247.2,0.0,0.0,1247.2,758.31,488.89,39.2,Debit Card
TXN-11449,2024-01-10,CUST-1111,Female,37,36-50 (Middle-Aged),Home & Kitchen,Stainless Steel Water Bottle,2,20.93,41.86,0.15,6.28,35.58,28.1,7.48,21.02,UPI / Digital Wallet
TXN-11392,2024-01-10,CUST-1591,Male,31,25-35 (Young Adults),Clothing,Classic Cotton Crewneck T-Shirt,1,22.04,22.04,0.05,1.1,20.94,14.88,6.06,28.94,Debit Card
TXN-10964,2024-01-10,CUST-1026,Male,21,18-24 (Youth),Books & Stationery,Executive Hardcover Notebook,1,15.31,15.31,0.0,0.0,15.31,10.54,4.77,31.16,Debit Card
TXN-11989,2024-01-10,CUST-1058,Female,42,36-50 (Middle-Aged),Clothing,Slim-Fit Denim Jeans,1,50.19,50.19,0.05,2.51,47.68,28.47,19.21,40.29,Debit Card
TXN-10678,2024-01-11,CUST-1081,Female,42,36-50 (Middle-Aged),Electronics,Noise-Cancelling Headphones,5,176.84,884.2,0.0,0.0,884.2,528.06,356.14,40.28,Debit Card
TXN-10256,2024-01-11,CUST-1470,Female,34,25-35 (Young Adults),Electronics,Wireless Bluetooth Earbuds,3,75.48,226.44,0.0,0.0,226.44,144.27,82.17,36.29,Debit Card
TXN-11005,2024-01-11,CUST-1586,Male,31,25-35 (Young Adults),Home & Kitchen,Stainless Steel Water Bottle,2,20.6,41.2,0.2,8.24,32.96,27.52,5.44,16.5,UPI / Digital Wallet
TXN-11225,2024-01-11,CUST-1088,Female,30,25-35 (Young Adults),Books & Stationery,Executive Hardcover Notebook,1,15.31,15.31,0.05,0.77,14.54,10.69,3.85,26.48,Debit Card
TXN-10333,2024-01-11,CUST-1262,Female,18,18-24 (Youth),Home & Kitchen,Stainless Steel Water Bottle,2,20.99,41.98,0.1,4.2,37.78,25.21,12.57,33.27,Cash
TXN-11262,2024-01-11,CUST-1559,Male,32,25-35 (Young Adults),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,59.05,59.05,0.1,5.9,53.15,36.77,16.38,30.82,Credit Card
TXN-10092,2024-01-12,CUST-1394,Male,54,51+ (Seniors),Books & Stationery,Minimalist Wooden Desk Organizer,1,27.89,27.89,0.05,1.39,26.5,18.8,7.7,29.06,Credit Card
TXN-10539,2024-01-12,CUST-1129,Male,30,25-35 (Young Adults),Home & Kitchen,Espresso Coffee Machine,2,166.92,333.84,0.15,50.08,283.76,184.28,99.48,35.06,Debit Card
TXN-12115,2024-01-12,CUST-1496,Male,23,18-24 (Youth),Beauty & Personal Care,Ionic Ceramic Hair Dryer,1,57.43,57.43,0.0,0.0,57.43,39.99,17.44,30.37,Credit Card
TXN-11031,2024-01-13,CUST-1586,Male,31,25-35 (Young Adults),Home & Kitchen,Non-Stick Ceramic Cookware Set,1,96.7,96.7,0.05,4.84,91.86,58.64,33.22,36.16,Debit Card
